qname	taxonomy	db
920-T5~k141_100424_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T1~k141_55096_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T3~k141_26740_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T5~NODE_865_length_48405_cov_9.517311_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T4~k141_86294_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T5~k141_215883_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T11~NODE_1056_length_47488_cov_7.184829_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T11~NODE_436_length_47456_cov_14.451868_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T11~NODE_622_length_46997_cov_7.176367_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T4a~NODE_86_length_46864_cov_9.426371_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T2~NODE_204_length_46675_cov_9.660832_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T12~NODE_483_length_45920_cov_6.741459_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T3~NODE_419_length_45451_cov_19.693673_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T10~NODE_691_length_45448_cov_6.727910_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T1~k141_725_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T7~k141_219591_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T10~k141_165311_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T1~NODE_426_length_44367_cov_19.646800_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T7~k141_264939_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T10~k141_91012_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T10~NODE_554_length_43724_cov_9.392292_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T9~k141_203896_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T4~NODE_350_length_42701_cov_18.104160_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T6~k141_188240_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T1~k141_157361_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T9~k141_38510_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T1~NODE_399_length_41538_cov_5.176675_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T9~k141_22826_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T4~k141_69352_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T11~k141_127922_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T7~k141_111774_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T11~NODE_696_length_40788_cov_57.908674_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T12~NODE_569_length_40746_cov_5.766435_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T1~NODE_733_length_40447_cov_22.621831_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T3~k141_28859_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T4~NODE_611_length_40141_cov_62.517313_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T3~NODE_518_length_39150_cov_56.955442_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T5~NODE_1262_length_38818_cov_6.623120_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T10~NODE_785_length_38780_cov_6.609916_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T10~NODE_458_length_38554_cov_6.216629_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T12~k141_62455_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T9~k141_136642_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T6~k141_73837_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T2~k141_175814_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T12~NODE_434_length_37245_cov_5.376983_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T5~k141_128100_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T10~NODE_117_length_36689_cov_29.556287_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T2b~k141_12115_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T2b~k141_152725_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T7~NODE_507_length_35567_cov_23.240961_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T12~NODE_914_length_35087_cov_18.447791_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T10~k141_48218_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T1~k141_55284_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T10~NODE_706_length_34424_cov_13.115744_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T4~k141_209594_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T2a~k141_34046_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T7~NODE_549_length_33442_cov_10.884476_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T7~NODE_970_length_33315_cov_16.058689_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T10~k141_116900_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T6~k141_99499_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T9~NODE_763_length_30807_cov_11.553655_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T10~NODE_668_length_30705_cov_12.589657_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T7~NODE_1072_length_30676_cov_16.995134_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T9~k141_65800_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T12~k141_130901_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T9~k141_37642_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T10~NODE_188_length_28819_cov_5.413051_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T2b~k141_55093_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T7~k141_76769_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T6~k141_164_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T1~k141_137607_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T5~NODE_947_length_27610_cov_6.232081_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T5~k141_300482_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T7~NODE_1224_length_27064_cov_85.232996_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T4~NODE_486_length_26762_cov_14.475194_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T2a~NODE_1457_length_26591_cov_97.059881_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T7~k141_59312_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T7~k141_53122_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T3~k141_11096_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T10~k141_114469_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T7~k141_89937_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T3~k141_52798_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T9~NODE_1067_length_23556_cov_92.203736_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T12~k141_205048_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T7~k141_165568_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T11~k141_96954_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T12~NODE_863_length_22471_cov_4.854524_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T3~NODE_1096_length_21873_cov_7.207260_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T12~NODE_1017_length_21134_cov_9.785853_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T4b~NODE_1312_length_20635_cov_8.933236_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T12~k141_134108_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T5~k141_77138_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T4~NODE_1019_length_19854_cov_6.543108_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T10~NODE_1608_length_19468_cov_65.494565_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T10~NODE_1392_length_19460_cov_8.272198_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T5~NODE_810_length_19279_cov_5.602840_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T2~NODE_1045_length_17804_cov_13.560708_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T6~k141_55391_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T4~NODE_1556_length_17274_cov_12.460015_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T5~NODE_993_length_17088_cov_9.696472_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T3~NODE_1555_length_16714_cov_16.258779_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T12~k141_177156_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T4~NODE_1261_length_16537_cov_18.575476_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T4~k141_141906_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T3~k141_118331_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T3~k141_81531_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T4~k141_72544_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T7~NODE_2654_length_16115_cov_4.755293_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T10~NODE_191_length_16113_cov_5.649894_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T9~k141_39329_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T9~NODE_2534_length_15708_cov_5.346196_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T2~k141_18680_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T1~k141_62338_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T12~k141_9685_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T10~NODE_738_length_15070_cov_5.045022_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T11~k141_115965_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T1~k141_37465_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T2~NODE_1446_length_14130_cov_6.255986_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T9~k141_33948_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T6~NODE_2315_length_13301_cov_6.385324_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T1~NODE_3654_length_12303_cov_4.894432_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T11~k141_60252_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T11~NODE_3273_length_11945_cov_6.054668_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T2~k141_66454_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T9~NODE_2166_length_10603_cov_4.000000_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T9~NODE_2728_length_10454_cov_27.818733_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T5~NODE_3384_length_10376_cov_4.889642_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T10~NODE_3273_length_9813_cov_21.894343_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T1~NODE_4862_length_9625_cov_5.356113_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T3~NODE_2060_length_8999_cov_4.135286_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T10~NODE_547_length_8692_cov_12.062637_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T6~k141_114406_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T1~k141_90080_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T7~k141_138471_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T1~NODE_4899_length_7333_cov_15.554548_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T12~NODE_6184_length_7289_cov_4.665607_1	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;;	IMG_VR
922-T3~NODE_4181_length_7261_cov_6.386345_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T12~k141_161977_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T7~k141_42465_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T5~k141_85925_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T3~NODE_4057_length_6683_cov_4.449608_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T12~k141_3724_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T3~NODE_8434_length_6054_cov_15.172029_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T2~NODE_2434_length_5524_cov_4.525507_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T12~NODE_5025_length_5111_cov_22.280854_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T6~k141_53515_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T11~k141_177320	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T12~NODE_22_length_287754_cov_11.531410	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T12~NODE_20_length_205273_cov_23.398644	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T5~k141_244131	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T10~NODE_1_length_175781_cov_50.494651	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T10~k141_32319	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T10~k141_100696	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T11~k141_106068	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T11~NODE_58_length_168858_cov_17.720834	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T2~k141_233176	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T12~NODE_71_length_167742_cov_10.017384	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T2~NODE_37_length_167642_cov_11.068567	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T7~NODE_45_length_156974_cov_53.798323	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T6~NODE_44_length_156673_cov_43.669016	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T2~k141_178548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T5~k141_135746	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T5~k141_243294	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T12~k141_5220	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T7~k141_125281	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T2b~k141_1613	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T10~NODE_52_length_129487_cov_29.123092	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T1~NODE_62_length_124347_cov_6.899052	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T11~k141_177231	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T9~NODE_130_length_120933_cov_19.233401	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T10~NODE_12_length_116317_cov_29.611576	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T6~NODE_150_length_108623_cov_8.969789	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T9~NODE_141_length_107421_cov_8.566297	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T11~NODE_282_length_106342_cov_6.833554	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T3~k141_51095	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T11~k141_22204	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T12~k141_117414	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T10~NODE_219_length_101912_cov_61.381584	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T5~NODE_254_length_101359_cov_7.978283	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T11~NODE_198_length_95268_cov_99.750339	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T9~NODE_234_length_89093_cov_30.028887	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T10~NODE_256_length_89093_cov_17.548024	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T12~NODE_191_length_89069_cov_21.506471	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T11~k141_177241	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T9~NODE_232_length_88316_cov_8.252388	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
Query_1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T1~NODE_154_length_86943_cov_22.987570	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T11~NODE_246_length_86061_cov_58.545008	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T3~NODE_187_length_84568_cov_106.832546	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T7~k141_156118	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T11~NODE_307_length_84484_cov_9.841761	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T3~NODE_78_length_83986_cov_16.903159	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T5~NODE_181_length_83878_cov_5.946602	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T3~k141_176990	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T12~NODE_178_length_80216_cov_216.226569	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T1~NODE_304_length_79038_cov_8.910715	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T6~k141_293723	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T3~k141_299498	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T2~k141_332675	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T12~k141_102202	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T12~NODE_353_length_78056_cov_19.686132	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
